typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","19940101","1994","52","1994","32","ARG","Argentina","M","Import","0","W00","World","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23843","false","-1","N/A",,"false","23843","false",,"false","798341",,"798341","0","true","false",
"C","A","19940101","1994","52","1994","32","ARG","Argentina","M","Import","76","BRA","Brazil","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","464","false","-1","N/A",,"false","464","false",,"false","13282",,"13282","0","true","false",
"C","A","19940101","1994","52","1994","32","ARG","Argentina","M","Import","124","CAN","Canada","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3562","false","-1","N/A",,"false","3562","false",,"false","207899",,"207899","0","true","false",
"C","A","19940101","1994","52","1994","32","ARG","Argentina","M","Import","251","FRA","France","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","414","false","-1","N/A",,"false","414","false",,"false","69731",,"69731","0","true","false",
"C","A","19940101","1994","52","1994","32","ARG","Argentina","M","Import","276","DEU","Germany","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2625","false","-1","N/A",,"false","2625","false",,"false","33934",,"33934","0","true","false",
"C","A","19940101","1994","52","1994","32","ARG","Argentina","M","Import","600","PRY","Paraguay","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3625","false","-1","N/A",,"false","3625","false",,"false","4224",,"4224","0","true","false",
"C","A","19940101","1994","52","1994","32","ARG","Argentina","M","Import","724","ESP","Spain","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","28","false","-1","N/A",,"false","28","false",,"false","1116",,"1116","0","true","false",
"C","A","19940101","1994","52","1994","32","ARG","Argentina","M","Import","842","USA","USA","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13125","false","-1","N/A",,"false","13125","false",,"false","468155",,"468155","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","0","W00","World","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","780","false","-1","N/A",,"false",,"false",,"false",,"16620642","16620642","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","40","AUT","Austria","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","148","false","-1","N/A",,"false",,"false",,"false",,"475207","475207","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","124","CAN","Canada","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","-1","N/A",,"false",,"false",,"false",,"11159","11159","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","251","FRA","France","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","20","false","-1","N/A",,"false",,"false",,"false",,"1408737","1408737","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","276","DEU","Germany","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","66","false","-1","N/A",,"false",,"false",,"false",,"156685","156685","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","5","false","-1","N/A",,"false",,"false",,"false",,"41938","41938","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","360","IDN","Indonesia","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","-1","N/A",,"false",,"false",,"false",,"1250","1250","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","380","ITA","Italy","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","10","false","-1","N/A",,"false",,"false",,"false",,"20566","20566","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","392","JPN","Japan","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","5","false","-1","N/A",,"false",,"false",,"false",,"40857","40857","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","490","S19","Other Asia, nes","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","-1","N/A",,"false",,"false",,"false",,"21108","21108","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","512","OMN","Oman","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","-1","N/A",,"false",,"false",,"false",,"112545","112545","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","554","NZL","New Zealand","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","5","false","-1","N/A",,"false",,"false",,"false",,"16401","16401","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","598","PNG","Papua New Guinea","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","2","false","-1","N/A",,"false",,"false",,"false",,"7330","7330","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","608","PHL","Philippines","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3","false","-1","N/A",,"false",,"false",,"false",,"15539","15539","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","702","SGP","Singapore","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3","false","-1","N/A",,"false",,"false",,"false",,"351499","351499","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","757","CHE","Switzerland","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","-1","N/A",,"false",,"false",,"false",,"471238","471238","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","826","GBR","United Kingdom","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","19","false","-1","N/A",,"false",,"false",,"false",,"2000329","2000329","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","838","X2 ","Free Zones","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","5","false","-1","N/A",,"false",,"false",,"false",,"540441","540441","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","842","USA","USA","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","479","false","-1","N/A",,"false",,"false",,"false",,"10651323","10651323","0","true","false",
"C","A","19940101","1994","52","1994","36","AUS","Australia","M","Import","899","_X ","Areas, nes","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","5","false","-1","N/A",,"false",,"false",,"false",,"276490","276490","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","0","W00","World","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18254","false","-1","N/A",,"false","18254","false",,"false","1536976",,"1536976","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","58","BEL","Belgium-Luxembourg (...1998)","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","148","false","-1","N/A",,"false","148","false",,"false","21095",,"21095","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","124","CAN","Canada","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","441","false","-1","N/A",,"false","441","false",,"false","43380",,"43380","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","251","FRA","France","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","429","false","-1","N/A",,"false","429","false",,"false","231138",,"231138","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","276","DEU","Germany","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3000","false","-1","N/A",,"false","3000","false",,"false","221354",,"221354","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","348","HUN","Hungary","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","148","false","-1","N/A",,"false","148","false",,"false","967",,"967","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","376","ISR","Israel","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50","false","-1","N/A",,"false","50","false",,"false","2454",,"2454","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","380","ITA","Italy","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4437","false","-1","N/A",,"false","4437","false",,"false","84183",,"84183","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","392","JPN","Japan","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","101","false","-1","N/A",,"false","101","false",,"false","20949",,"20949","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","490","S19","Other Asia, nes","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4","false","-1","N/A",,"false","4","false",,"false","934",,"934","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","724","ESP","Spain","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","62","false","-1","N/A",,"false","62","false",,"false","1928",,"1928","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","752","SWE","Sweden","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","296","false","-1","N/A",,"false","296","false",,"false","2685",,"2685","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","757","CHE","Switzerland","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","56","false","-1","N/A",,"false","56","false",,"false","4008",,"4008","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","826","GBR","United Kingdom","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","230","false","-1","N/A",,"false","230","false",,"false","14742",,"14742","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","842","USA","USA","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8812","false","-1","N/A",,"false","8812","false",,"false","886900",,"886900","0","true","false",
"C","A","19940101","1994","52","1994","40","AUT","Austria","M","Import","899","_X ","Areas, nes","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","40","false","-1","N/A",,"false","40","false",,"false","259",,"259","0","true","false",
"C","A","19940101","1994","52","1994","68","BOL","Bolivia (Plurinational State of)","M","Import","0","W00","World","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16481","false","-1","N/A",,"false","16481","false",,"false","733956",,"733956","0","true","false",
"C","A","19940101","1994","52","1994","68","BOL","Bolivia (Plurinational State of)","M","Import","32","ARG","Argentina","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4125","false","-1","N/A",,"false","4125","false",,"false","11584",,"11584","0","true","false",
"C","A","19940101","1994","52","1994","68","BOL","Bolivia (Plurinational State of)","M","Import","76","BRA","Brazil","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6625","false","-1","N/A",,"false","6625","false",,"false","201524",,"201524","0","true","false",
"C","A","19940101","1994","52","1994","68","BOL","Bolivia (Plurinational State of)","M","Import","218","ECU","Ecuador","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","40","false","-1","N/A",,"false","40","false",,"false","1725",,"1725","0","true","false",
"C","A","19940101","1994","52","1994","68","BOL","Bolivia (Plurinational State of)","M","Import","826","GBR","United Kingdom","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","66","false","-1","N/A",,"false","66","false",,"false","2440",,"2440","0","true","false",
"C","A","19940101","1994","52","1994","68","BOL","Bolivia (Plurinational State of)","M","Import","842","USA","USA","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5625","false","-1","N/A",,"false","5625","false",,"false","516683",,"516683","0","true","false",
"C","A","19940101","1994","52","1994","76","BRA","Brazil","M","Import","0","W00","World","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22237","false","-1","N/A",,"false","22237","false",,"false","3405827",,"3405827","0","true","false",
"C","A","19940101","1994","52","1994","76","BRA","Brazil","M","Import","40","AUT","Austria","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6312","false","-1","N/A",,"false","6312","false",,"false","370519",,"370519","0","true","false",
"C","A","19940101","1994","52","1994","76","BRA","Brazil","M","Import","826","GBR","United Kingdom","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","488","false","-1","N/A",,"false","488","false",,"false","129216",,"129216","0","true","false",
"C","A","19940101","1994","52","1994","76","BRA","Brazil","M","Import","842","USA","USA","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15437","false","-1","N/A",,"false","15437","false",,"false","2906092",,"2906092","0","true","false",
"C","A","19940101","1994","52","1994","84","BLZ","Belize","M","Import","0","W00","World","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2565","false","-1","N/A",,"false","2565","false",,"false","96362",,"96362","0","true","false",
"C","A","19940101","1994","52","1994","84","BLZ","Belize","M","Import","124","CAN","Canada","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","253","false","-1","N/A",,"false","253","false",,"false","11741",,"11741","0","true","false",
"C","A","19940101","1994","52","1994","84","BLZ","Belize","M","Import","842","USA","USA","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2312","false","-1","N/A",,"false","2312","false",,"false","84621",,"84621","0","true","false",
"C","A","19940101","1994","52","1994","96","BRN","Brunei Darussalam","M","Import","0","W00","World","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","-1","N/A",,"false","2","false",,"false","732370",,"732370","0","true","false",
"C","A","19940101","1994","52","1994","96","BRN","Brunei Darussalam","M","Import","528","NLD","Netherlands","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","-1","N/A",,"false","1","false",,"false","690020",,"690020","0","true","false",
"C","A","19940101","1994","52","1994","96","BRN","Brunei Darussalam","M","Import","826","GBR","United Kingdom","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","-1","N/A",,"false","1","false",,"false","42350",,"42350","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","0","W00","World","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","728","false","-1","N/A",,"false",,"false",,"false",,"14288893","14288893","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","36","AUS","Australia","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","-1","N/A",,"false",,"false",,"false",,"17824","17824","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","40","AUT","Austria","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","136","false","-1","N/A",,"false",,"false",,"false",,"576909","576909","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","44","BHS","Bahamas","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","15","false","-1","N/A",,"false",,"false",,"false",,"98517","98517","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","203","CZE","Czechia","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","1","false","-1","N/A",,"false",,"false",,"false",,"12456","12456","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","251","FRA","France","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","3","false","-1","N/A",,"false",,"false",,"false",,"162843","162843","0","true","false",
"C","A","19940101","1994","52","1994","124","CAN","Canada","M","Import","276","DEU","Germany","0","W00","World","H0","HS","true","840710","Engines; for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","5","u","88","false","-1","N/A",,"false",,"false",,"false",,"396543","396543","0","true","false",
